ORDER_NO,BACKLOG,ORDER_STATUS,ORDER_TYPE_CODE,NOM_ST_NO,ORDER_WIDTH,ORDER_WT,INNER_DELIVY_DATE,DELIVY_WEEK_FLAG,MAT_GROUP,SLAB_MAX_NOM_WIDTH,SLAB_MIN_NOM_WIDTH,SLAB_MAX_NOM_LEN,SLAB_MIN_NOM_LEN,SLAB_MAX_NOM_WT,SLAB_MIN_NOM_WT,NOM_ROLL_THICK,NOM_ROLL_WIDTH,UNPR_WEIGHT_1,UNPR_WEIGHT_4,UNIT_WT_MAX,UNIT_WT_MIN,MATERIAL_WEIGHT_1,MATERIAL_WEIGHT_3,MATERIAL_WEIGHT_4,ST_NO_1,ST_NO_2,ST_NO_3,ST_NO_4,ST_NO_5,ST_NO_6,ST_NO_7,ST_NO_8,ST_NO_9,ST_NO_10
I5E0008469,B0010000000000000,43,YDA,AN0691D1,1260,500,20151031,C, ,1510,1260,10.8,8,26,22.374,2.775,1260,0,500,26,22,0,,0, , , , , , , , , , 
I5E0008470,B0010000000000000,43,YDA,AN0691D1,1260,500,20151031,C, ,1510,1260,10.8,8,26,22.374,3.525,1260,0,500,26,22,0,,0, , , , , , , , , , 
I5E0008471,B0010000000000000,43,YDA,AP0961E1,1015,500,20151031,C, ,1265,1015,10.8,8,22,18.306,2.77,1015,0,500,22,18,0,,0, , , , , , , , , , 
I5E0008472,B0010000000000000,43,YDA,AP0961E1,1215,500,20151031,C, ,1465,1215,10.8,8,22,18.306,2.77,1215,0,500,22,18,0,,0, , , , , , , , , , 
I5E0008473,B0010000000000000,43,YDA,AP0951E1,1015,700,20151130,C, ,1265,1015,10.8,8,23,18.306,2.57,1015,0,700,23,18,0,,0, , , , , , , , , , 
I5E0008474,B0010000000000000,43,YDA,AP0951E1,1235,1500,20151130,C, ,1485,1235,10.8,8,24,20.34,2.57,1235,0,1500,24,20,0,,0, , , , , , , , , , 
I5E0008475,B0010000000000000,43,YDA,AP0951E1,1265,200,20151130,C, ,1515,1265,10.8,8,24,20.34,2.57,1265,0,200,24,20,0,,0, , , , , , , , , , 
I5E0008476,B0010000000000000,43,YDA,AP0951E1,1220,1300,20151130,C, ,1470,1220,10.8,8,24,20.34,2.12,1220,0,1300,24,20,0,,0, , , , , , , , , , 
I5E0008477,B0010000000000000,43,YDA,AP0951E1,1220,200,20151130,C, ,1470,1220,10.8,8,24,20.34,2.32,1220,0,200,24,20,0,,0, , , , , , , , , , 
I5E0008478,B0010000000000000,43,YDA,AP0951E1,1212,100,20151130,C, ,1462,1212,10.8,8,24,20.34,2.82,1212,0,100,24,20,0,,0, , , , , , , , , , 
I5E0008479,B0010000000000000,43,YDA,AP0951E1,1015,1000,20151130,C, ,1270,1020,10.8,8,22,18.306,2.77,1020,0,1000,22,18,0,,0, , , , , , , , , , 
I5E0008480,B0010000000000000,43,YDA,AP0951E1,1215,1000,20151130,C, ,1470,1220,10.8,8,26,22.374,2.77,1220,0,1000,26,22,0,,0, , , , , , , , , , 
I5E0008481,B0010000000000000,43,YDA,AP0951E1,1265,1000,20151130,C, ,1520,1270,10.8,8,26,22.374,2.77,1270,0,1000,26,22,0,,0, , , , , , , , , , 
I5E0008482,B0010000000000000,43,YDA,AP0961E1,1015,700,20151130,C, ,1265,1015,10.8,8,22,18.306,2.77,1015,0,700,22,18,0,,0, , , , , , , , , , 
I5E0008483,B0010000000000000,43,YDA,AP0961E1,1015,700,20151130,C, ,1265,1015,10.8,8,22,18.306,3.52,1015,0,700,22,18,0,,0, , , , , , , , , , 
I5E0008484,B0010000000000000,43,YDA,AP0961E1,1215,300,20151130,C, ,1465,1215,10.8,8,22,18.306,2.77,1215,0,300,22,18,0,,0, , , , , , , , , , 
I5E0008485,B0010000000000000,43,YDA,AP0961E1,1215,300,20151130,C, ,1465,1215,10.8,8,22,18.306,3.52,1215,0,300,22,18,0,,0, , , , , , , , , , 
I5E0008486,B0010000000000000,43,YDA,AN0691D1,1010,500,20151130,C, ,1260,1010,10.8,8,21,17.289,2.775,1010,0,500,21,17,0,,0, , , , , , , , , , 
I5E0008487,B0010000000000000,43,YDA,AN0691D1,1010,500,20151130,C, ,1260,1010,10.8,8,21,17.289,3.525,1010,0,500,21,17,0,,0, , , , , , , , , , 
I5E0008488,B0010000000000000,43,YDA,AN0691D1,1260,500,20151130,C, ,1510,1260,10.8,8,26,22.374,2.775,1260,0,500,26,22,0,,0, , , , , , , , , , 
I5E0008489,B0010000000000000,43,YDA,AN0691D1,1260,500,20151130,C, ,1510,1260,10.8,8,26,22.374,3.525,1260,0,500,26,22,0,,0, , , , , , , , , , 
I5E0008490,B0010000000000000,43,YDA,AN0691D1,1010,500,20151130,C, ,1260,1010,10.8,8,21,17.289,2.77,1010,0,500,21,17,0,,0, , , , , , , , , , 
I5E0008491,B0010000000000000,43,YDA,AN0691D1,1010,500,20151130,C, ,1260,1010,10.8,8,21,17.289,3.52,1010,0,500,21,17,0,,0, , , , , , , , , , 
I5E0008492,B0010000000000000,43,YDA,AN0691D1,1210,200,20151130,C, ,1460,1210,10.8,8,25,20.34,2.77,1210,0,200,25,20,0,,0, , , , , , , , , , 
I5E0008493,B0010000000000000,43,YDA,AN0691D1,1260,300,20151130,C, ,1510,1260,10.8,8,25,20.34,2.77,1260,0,300,25,20,0,,0, , , , , , , , , , 
I5E0008494,B0010000000000000,43,YDA,AN0691D1,1260,500,20151130,C, ,1510,1260,10.8,8,25,20.34,3.52,1260,0,500,25,20,0,,0, , , , , , , , , , 
I5E0008495,B0010000000000000,43,YDA,AR3162E1,1220,300,20151130,C, ,1470,1220,10.8,8,24,20.34,2.12,1220,0,300,24,20,0,,0, , , , , , , , , , 
I5E0008496,B0010000000000000,43,YDA,AR3162E1,1220,300,20151130,C, ,1470,1220,10.8,8,24,20.34,2.32,1220,0,300,24,20,0,,0, , , , , , , , , , 
I5E0008497,B0010000000000000,43,YDA,AR3162E1,1212,100,20151130,C, ,1462,1212,10.8,8,24,20.34,2.82,1212,0,100,24,20,0,,0, , , , , , , , , , 
I5E0010798,B0010000000000000,43,YDA,JT5429C1,1500,300,20151231,C, ,1650,1500,10.8,8,26,21.666,5.53,1500,0,300,26,20,0,,0, , , , , , , , , , 
I5E0010799,B0010000000000000,43,YDA,JT5429C1,1500,300,20151231,C, ,1650,1500,10.8,8,26,21.666,7.53,1500,0,300,26,20,0,,0, , , , , , , , , , 
I5F0000865,B0010000000000000,43,YDA,GR4152E1,1500,4000,20151130,C, ,1650,1500,10.8,8,32.174,21.666,9.62,1500,0,4000,33,20,0,,0, , , , , , , , , , 
I5F0000866,B0010000000000000,43,YDA,GR4152E1,1350,1000,20151130,C, ,1600,1350,10.8,8,31.05,20.34,9.22,1350,0,1000,33,20,0,,0, , , , , , , , , , 
I5F0001257,20011000000000000,43,YDA,AT5426A1,1250,50,20151231,C, ,1500,1250,11,8,28.75,18.055,2.553,1250,0,50.2,15,8,0,,0, , , , , , , , , , 
I5F0001258,20011000000000000,43,YDA,AT5426A1,1250,100,20151231,C, ,1500,1250,11,8,28.75,18.055,3.061,1250,0,100.4,15,8,0,,0, , , , , , , , , , 
I5F0001259,20011000000000000,43,YDA,AT5426A1,1250,100,20151231,C, ,1500,1250,11,8,28.75,18.055,3.567,1250,0,100.4,15,8,0,,0, , , , , , , , , , 
I5F0001260,20011000000000000,43,YDA,AT5426A1,1250,50,20151231,C, ,1500,1250,11,8,28.75,18.055,5.105,1250,0,50.2,15,8,0,,0, , , , , , , , , , 
I5I0002540,B0016000000000000,43,YDA,GV5921E1,1173,500,20151130,C, ,1428,1178,9.45,8,24.365,17.015,1.562,1178,0,514,28,10,0,,0, , , , , , , , , , 
I5I0002541,B0016000000000000,43,YDA,GV5921E1,1120,250,20151130,C, ,1375,1125,9.45,8,23.46,16.25,1.562,1125,0,257,28,10,0,,0, , , , , , , , , , 
I5I0002542,B0016000000000000,43,YDA,GV5921E1,942,150,20151130,C, ,1127,947,10.45,8,21.264,13.678,1.952,947,0,154.2,28,10,0,,0, , , , , , , , , , 
I5I0002543,B0016000000000000,43,YDA,GV5921E1,1213,150,20151130,C, ,1468,1218,10.45,8,27.697,17.593,1.952,1218,0,154.2,28,10,0,,0, , , , , , , , , , 
I5I0002544,B0016000000000000,43,YDA,GV5921E1,1173,350,20151130,C, ,1428,1178,10.45,8,26.943,17.015,1.952,1178,0,359.8,28,10,0,,0, , , , , , , , , , 
I5I0002545,B0016000000000000,43,YDA,GV5921E1,1173,500,20151130,C, ,1428,1178,9.45,8,24.365,17.015,1.562,1178,0,514,28,10,0,,0, , , , , , , , , , 
I5I0002546,B0016000000000000,43,YDA,GV5921E1,1120,250,20151130,C, ,1375,1125,10.45,8,25.875,16.25,1.952,1125,0,257,28,10,0,,0, , , , , , , , , , 
I5I0002547,B0016000000000000,43,YDA,GV5921E1,942,150,20151130,C, ,1127,947,10.45,8,21.264,13.678,1.952,947,0,154.2,22,10,0,,0, , , , , , , , , , 
I5I0002548,B0016000000000000,43,YDA,GV5921E1,1213,150,20151130,C, ,1468,1218,10.45,8,27.697,17.593,1.952,1218,0,154.2,22,10,0,,0, , , , , , , , , , 
I5I0002549,B0016000000000000,43,YDA,GV5921E1,1173,350,20151130,C, ,1428,1178,10.45,8,26.943,17.015,1.952,1178,0,359.8,22,10,0,,0, , , , , , , , , , 
I5I0002550,B0010000000000000,43,YDA,IV5944E1,1395,300,20151130,C, ,1650,1400,10.8,8,22,20.222,3.9,1400,0,300,22,10,0,,0, , , , , , , , , , 
I5I0002551,B0010000000000000,43,YDA,IV5944E1,1350,300,20151130,C, ,1605,1355,10.8,8,22,19.572,3.9,1355,0,300,22,10,0,,0, , , , , , , , , , 
I5I0002552,B0010000000000000,43,YDA,IV5944E1,1120,100,20151130,C, ,1375,1125,10.8,8,22,16.25,4.38,1125,0,100,22,10,0,,0, , , , , , , , , , 
I5I0002553,B0010000000000000,43,YDA,IV5944E1,1180,100,20151130,C, ,1435,1185,10.8,8,22,17.116,4.38,1185,0,100,22,10,0,,0, , , , , , , , , , 
I5I0002554,B0010000000000000,43,YDA,IV5944E1,1395,300,20151130,C, ,1650,1400,10.8,8,28,20.222,3.9,1400,0,300,28,10,0,,0, , , , , , , , , , 
I5I0002555,B0010000000000000,43,YDA,IV5944E1,1350,300,20151130,C, ,1605,1355,10.8,8,28,19.572,3.9,1355,0,300,28,10,0,,0, , , , , , , , , , 
I5I0002556,B0010000000000000,43,YDA,IV5944E1,1120,100,20151130,C, ,1375,1125,10.8,8,25.875,16.25,4.38,1125,0,100,28,10,0,,0, , , , , , , , , , 
I5I0002557,B0010000000000000,43,YDA,IV5944E1,1180,100,20151130,C, ,1435,1185,10.8,8,27.255,17.116,4.38,1185,0,100,28,10,0,,0, , , , , , , , , , 
I5K0000364,B0010000000000000,43,YDA,AN0543D5,1250,500,20151031,C, ,1500,1250,9.45,8,22,18.306,1.52,1250,0,500,22,18,0,,0, , , , , , , , , , 
I5K0000365,B0010000000000000,43,YDA,AN0543D5,1250,1000,20151031,C, ,1500,1250,10.45,8,22,18.306,1.82,1250,0,1000,22,18,0,,0, , , , , , , , , , 
I5K0000366,B0010000000000000,43,YDA,AN0543D5,1250,1000,20151031,C, ,1500,1250,10.45,8,22,18.306,2.02,1250,0,1000,22,18,0,,0, , , , , , , , , , 
I5K0000367,B0010000000000000,43,YDA,AN0543D5,1250,500,20151031,C, ,1500,1250,10.8,8,22,18.306,2.32,1250,0,500,22,18,0,,0, , , , , , , , , , 
I5K0000368,B0010000000000000,43,YDA,AN0543D5,1015,500,20151031,C, ,1265,1015,10.8,8,22,18.306,2.77,1015,0,500,22,18,0,,0, , , , , , , , , , 
I5K0000369,B0010000000000000,43,YDA,AN0543D5,1265,500,20151031,C, ,1515,1265,10.8,8,22,18.306,2.77,1265,0,500,22,18,0,,0, , , , , , , , , , 
I5K0000370,B0010000000000000,43,YDA,AN0543D5,1015,500,20151031,C, ,1265,1015,10.8,8,22,18.306,3.02,1015,0,500,22,18,0,,0, , , , , , , , , , 
I5K0000371,B0010000000000000,43,YDA,AN0543D5,1265,500,20151031,C, ,1515,1265,10.8,8,22,18.306,3.02,1265,0,500,22,18,0,,0, , , , , , , , , , 
I5S0000116,10010000000000000,41,YZA,JT5G51P6,1450,50,20150331,A, ,1600,1450,12,8,33.35,22.765,121.5,1450,5542.65,5450,35,15,0,,0,GL4G71R1,IL4B64P1,IL5R52R1,JT5P58P6,JL5Q67P1, ,GL4G71R1, , , 
I5S0000116,50010000000000000,41,YZA,GL4G61R1,1450,50,20150331,A, ,1530,1450,12,8,33.35,22.765,121.5,1450,0,0,35,15,0,,0,GL4G71R1,IL4B64P1,IL5R52R1,JT5P58P6,JL5Q67P1,GL4G62R1, , , , 
I5S0000117,50010000000000000,41,YZA,GL4G61R1,1650,50,20150331,A, ,1730,1650,12,8,37.95,25.905,151.5,1650,50.85,50,35,15,0,,0,GL4G71R1,IL4B64P1,IL5R52R1,JT5P58P6,JL5Q67P1, , , , , 
I5S0000119,50010000000000000,41,YZA,GL4G61R1,1500,20,20150331,A, ,1580,1500,12,8,34.5,23.55,151.5,1500,5105.34,5020,35,15,0,,0,GL4G71R1,IL4B64P1,IL5R52R1,JT5P58P6,JL5Q67P1, , , , , 
I5S0000120,50010000000000000,41,YZA,GL4G61R1,1700,20,20150331,A, ,1780,1700,12,8,39.1,26.69,151.5,1700,20.34,20,35,15,0,,0,GL4G71R1,IL4B64P1,IL5R52R1,JT5P58P6,JL5Q67P1, , , , , 
I5S0000122,50010000000000000,41,YZA,GL4G61R1,1490,20,20150331,A, ,1570,1490,12,8,34.27,23.393,151.5,1490,5105.34,5020,35,15,0,,0,GL4G71R1,IL4B64P1,IL5R52R1,JT5P58P6,JL5Q67P1, , , , , 
I5S0000123,10010000000000000,41,YZA,GL4G61R1,1690,20,20150331,A, ,1770,1690,12,8,38.87,26.533,151.5,1690,0,0,35,15,0,,0,GL4G71R1,IL4B64P1,IL5R52R1,JT5P58P6,JL5Q67P1, , , , , 
I5S0000123,50010000000000000,41,YZA,GL4G61R1,1690,20,20150331,A, ,1770,1690,12,8,38.87,26.533,151.5,1690,5105.34,5020,35,15,0,,0,GL4G71R1,IL4B64P1,IL5R52R1,JT5P58P6,JL5Q67P1, , , , , 
I5S0000124,50010000000000000,41,YZA,GL4G61R1,1690,1000,20150331,A, ,1770,1690,12,8,38.87,26.533,151.5,1690,1017,1000,35,15,0,,0,GL4G71R1,IL4B64P1,IL5R52R1,JT5P58P6,JL5Q67P1, , , , , 
I5S0000125,50010000000000000,41,YZA,GL4G61R1,1690,1000,20150331,A, ,1770,1690,12,8,38.87,26.533,121.5,1690,603.9,1000,35,15,0,,413.1,GL4G71R1,IL4B64P1,IL5R52R1,JT5P58P6,JL5Q67P1, , , , , 
I5S0000127,50010000000000000,41,YZA,GL4G61R1,1490,1000,20150331,A, ,1570,1490,12,8,34.27,23.393,151.5,1490,1017,1000,35,15,0,,0,GL4G71R1,IL4B64P1,IL5R52R1,JT5P58P6,JL5Q67P1, , , , , 
I5S0000128,50010000000000000,41,YZA,GL4G61R1,1890,2000,20150331,A, ,1930,1890,12,8,43.47,29.673,151.5,1890,2034,2000,35,15,0,,0,GL4G71R1,IL4B64P1,IL5R52R1,JT5P58P6,JL5Q67P1, , , , , 
I5S0000129,10010000000000000,41,YZA,GL4G61R1,1890,2000,20150331,A, ,1930,1890,12,8,43.47,29.673,121.5,1890,,,35,15,,,,GL4G71R1,IL4B64P1,IL5R52R1,JT5P58P6,JL5Q67P1, , , , , 
I5S0000129,50010000000000000,41,YZA,GL4G61R1,1890,2000,20150331,A, ,1930,1890,12,8,43.47,29.673,121.5,1890,2034,2000,35,15,0,,0,GL4G71R1,IL4B64P1,IL5R52R1,JT5P58P6,JL5Q67P1, , , , , 
I5S0000222,10010000000000000,41,YZA,JX7A1AN6,1500,2000,20150430,A, ,1580,1500,12,8,34.5,23.55,130,1500,2034,2000,35,15,0,,0, , , , , , , , , , 
I5S0000399,10010000000000000,41,YWA,JT5P42P1,1490,5000,20151231,A, ,1570,1490,12,8,34.27,23.393,121.5,1490,5085,5000,14,0,0,,0,JT5P42P6,JU5P5CP6,JU5P5DP6,JT5P58P6,JL5Q67P1,JL5Q67P3,JT5P31P6,JT5P3AP8,IL5R52R1, 
I5S0000400,10010000000000000,41,YWA,JT5P42P1,1690,5000,20151231,A, ,1755,1690,12,8,38.87,26.533,121.5,1690,5085,5000,16,0,0,,0,JT5P42P6,JU5P5CP6,JU5P5DP6,JT5P58P6,JL5Q67P1,JL5Q67P3,JT5P31P6,JT5P3AP8,IL5R52R1, 
I5S0000401,10010000000000000,41,YWA,JT5P42P1,1890,5000,20151231,A, ,1930,1890,12,8,43.47,29.673,121.5,1890,0,0,17,0,0,,0,JT5P42P6,JU5P5CP6,JU5P5DP6,JT5P58P6,JL5Q67P1,JL5Q67P3,JT5P31P6,JT5P3AP8,IL5R52R1, 
I5S0000401,50010000000000000,41,YWA,JT5P3AP8,1890,5000,20151231,A, ,1930,1890,12,8,43.47,29.673,121.5,1890,5085,5000,17,0,0,,0,JT5P42P6,JU5P5CP6,JU5P5DP6,JT5P58P6,JL5Q67P1,JL5Q67P3,JT5P31P6,JT5P42P1,IL5R52R1, 
I5S0000402,10010000000000000,41,YWA,JT5P42P1,1490,5000,20151231,A, ,1570,1490,12,8,34.27,23.393,151.5,1490,5085,5000,16.8,0,0,,0,JT5P42P6,JU5P5CP6,JU5P5DP6,JT5P58P6,JL5Q67P1,JL5Q67P3,JT5P31P6,JT5P3AP8,IL5R52R1, 
I5S0000403,10010000000000000,41,YWA,JT5P42P1,1690,5000,20151231,A, ,1755,1690,12,8,38.87,26.533,151.5,1690,5085,5000,19,0,0,,0,JT5P42P6,JU5P5CP6,JU5P5DP6,JT5P58P6,JL5Q67P1,JL5Q67P3,JT5P31P6,JT5P3AP8,IL5R52R1, 
I5S0000404,10010000000000000,41,YWA,JT5P42P1,1890,5000,20151231,A, ,1930,1890,12,8,43.47,29.673,151.5,1890,5085,5000,22,0,0,,0,JT5P42P6,JU5P5CP6,JU5P5DP6,JT5P58P6,JL5Q67P1,JL5Q67P3,JT5P31P6,JT5P3AP8,IL5R52R1, 
I5S0000473,20022000000000000,43,YWA,IH999999,1095,5000,20151231,A, ,1345,1095,11,8,25.185,15.816,7.02,1095,,,10,0,,,, , , , , , , , , , 
I5S0000473,20032000000000000,43,YWA,IH999999,1095,5000,20151231,A, ,1375,1095,11,8,25.185,15.816,7.04,1095,,,10,0,,,, , , , , , , , , , 
I5S0000473,20033000000000000,43,YWA,IH999999,1095,5000,20151231,A, ,1375,1095,11,8,25.185,15.816,7.04,1095,,,10,0,,,, , , , , , , , , , 
I5S0000510,10010000000000000,41,YZW,JU7810A6,1550,200,20151231,A, ,1700,1550,12,8,30,25.425,18.43,1550,203.4,200,30,25,0,,0, , , , , , , , , , 
I5S0000602,10010000000000000,41,YZA,JX7A1AN6,1700,2000,20151231,A, ,1850,1700,12,8,39.1,26.69,220,1700,2034,2000,35,15,0,,0, , , , , , , , , , 
I5S0000603,10010000000000000,41,YWA,JX7A1AN6,1500,5000,20151231,A, ,1650,1500,12,8,34.5,23.55,220,1500,5085,5000,25.91,24.61,0,,0, , , , , , , , , , 
I5X0000201,B0010000000000000,43,YDA,AR4131E5,1750,600,20151130,C, ,1900,1750,10.8,8,31,25.277,6.02,1750,0,600,31,18,0,,0, , , , , , , , , , 
I5X0000202,B0010000000000000,43,YDA,AR4131E5,1300,600,20151130,C, ,1550,1300,10.8,8,29.9,18.777,3.02,1300,0,600,31,18,0,,0, , , , , , , , , , 
I6A0014107,10010000000000000,41,YYP,GS4120B1,1400,400,20160430,C, ,1650,1400,10,8,24,21.98,5.025,1400,406.8,0,24,15,0,,0, , , , , , , , , , 
I6A0014108,10010000000000000,41,YYP,GS4120B1,1300,800,20160430,C, ,1550,1300,10,8,24,20.41,5.025,1300,257.331,0,24,15,0,,0, , , , , , , , , , 
I6A0014109,10010000000000000,41,YYP,GS4120B1,1200,400,20160430,C, ,1450,1200,10,8,24,18.84,5.025,1200,406.8,0,24,15,0,,0, , , , , , , , , , 
I6A0029514,10010000000000000,41,YYP,GS4120B1,1300,1000,20160731,C, ,1550,1300,10,8,24,20.41,5.025,1300,1017,0,24,15,0,,0, , , , , , , , , , 
I6A0029515,10010000000000000,41,YYP,GS4120B1,1200,250,20160731,C, ,1450,1200,10,8,24,18.84,5.025,1200,254.25,0,24,15,0,,0, , , , , , , , , , 
I6A0031665,10011000000000000,41,QEA,IV9223A6,1120,21.011,20160709,A,4Q0,1320,1120,12,8,24.518,21.455,3.524,1120,2.083,2.049,24.012,21.012,0,,0, , , , , , , , , , 
I6A0034656,10010000000000000,41,QHA,AR4248E5,1104,21,20160815,A, ,1374,1104,9.95,8,25.209,23.604,1.602,1104,4.871,4.79,25.209,23.209,0,,0,DR4244E1, , , , , , , , , 
I6A0043200,10010000000000000,41,YYP,GS4120B1,1400,600,20161031,C, ,1670,1400,10,8,24,21.98,5.025,1400,610.2,0,24,15,0,,0, , , , , , , , , , 
I6A0043203,10010000000000000,41,YYP,GS4120B1,1300,1000,20161031,C, ,1570,1300,10,8,24,20.41,5.025,1300,1017,0,24,15,0,,0, , , , , , , , , , 
I6A0043205,10010000000000000,41,YYP,GS4120B1,1200,600,20161031,C, ,1470,1200,10,8,24,18.84,5.025,1200,610.2,0,24,15,0,,0, , , , , , , , , , 
I6AJ000005,10013000000H0H000,41,YYP,JU9890A6,1525,100,20160731,C, ,1675,1600,10,8,32.872,25.12,4.63,1525,185.464,0,5,0,0,,0, , , , , , , , , , 
I6AJ000006,10013000000H0H000,41,YYP,JU9890A6,1370,60,20160731,C, ,1570,1400,10,8,30.811,21.98,3.125,1370,213.997,0,5,0,0,,0, , , , , , , , , , 
I6AJ000010,10012000000H0H000,41,YYP,JU8812A6,1300,60,20160731,C, ,1500,1300,10,8,29.438,20.41,5.075,1300,11.653,0,5,0,0,,0, , , , , , , , , , 
I6AJ000014,10013000000H0H000,41,YYP,JU9890A6,1500,250,20160731,Y, ,1650,1500,10,8,32.381,23.55,4.63,1500,254.758,0,5,0,0,,0, , , , , , , , , , 
I6D0000002,20011000000000000,43,YDA,DT4552A1,1305,200,20160131,C, ,1555,1305,11,8,30.015,18.849,2.548,1305,0,200.8,30,13,0,,0, , , , , , , , , , 
I6D0000003,20011000000000000,43,YDA,DT4552A1,1278,100,20160131,C, ,1528,1278,11,8,29.394,18.459,2.548,1278,0,100.4,30,13,0,,0, , , , , , , , , , 
I6I0000036,20030000000000000,43,YDA,AT4435A1,1200,150,20160131,C, ,1480,1200,11,8,25,20.44,4.02,1200,0,150,25,20,0,,0, , , , , , , , , , 
I6I0000039,20030000000000000,43,YDA,AT4435A1,1120,150,20160131,C, ,1400,1120,11,8,25,20.44,6.33,1120,0,150,25,20,0,,0, , , , , , , , , , 
I6I0000040,20036000000000000,43,YDA,IV6521A1,1120,50,20160131,C, ,1320,1120,9,8,21.449,16.177,1.481,1120,0,51.4,22,15,0,,0, , , , , , , , , , 
I6I0000042,20036000000000000,43,YDA,IV6521A1,1125,50,20160131,C, ,1325,1125,11,8,23.114,16.25,2.242,1125,0,51.4,22,15,0,,0, , , , , , , , , , 
I6I0000043,20036000000000000,43,YDA,IV6521A1,1180,50,20160131,C, ,1380,1180,11,8,23.114,17.044,2.913,1180,0,51.4,22,15,0,,0, , , , , , , , , , 
I6I0000044,20036000000000000,43,YDA,IV6521A1,1190,50,20160131,C, ,1390,1190,11,8,23.114,17.188,3.844,1190,0,51.4,22,15,0,,0, , , , , , , , , , 
I6S0000099,20022000000000000,42,YWA,IW9199E1,1200,500,20161231,A, ,1450,1200,11,8,26.64,17.333,8.02,1200,4550.158,4482.915,26,0,0,,0, , , , , , , , , , 
I6S0000099,20032000000000000,42,YWA,IW9199E1,1200,500,20161231,A, ,1480,1200,11,8,27.6,17.333,8.04,1200,0,0,26,0,0,,0, , , , , , , , , , 
I6S0000100,20022000000000000,42,YZW,IW9199E1,1200,500,20161231,A, ,1450,1200,11,8,26.64,17.333,8.02,1200,509.53,502,26,0,0,,0, , , , , , , , , , 
I6S0000100,20032000000000000,42,YZW,IW9199E1,1200,500,20161231,A, ,1480,1200,11,8,27.6,17.333,8.04,1200,0,0,26,0,0,,0, , , , , , , , , , 
I6S0000101,20022000000000000,42,YZW,IW9199E1,1200,500,20161231,A, ,1450,1200,11,8,26.64,17.333,8.02,1200,509.53,502,26,0,0,,0, , , , , , , , , , 
I6S0000102,20022000000000000,42,YZW,IW9199E1,1200,500,20161231,A, ,1450,1200,11,8,26.64,17.333,8.02,1200,509.53,502,26,0,0,,0, , , , , , , , , , 
I6S0000103,20022000000000000,42,YZW,IW9199E1,1200,500,20161231,A, ,1450,1200,11,8,26.64,17.333,8.02,1200,509.53,502,26,0,0,,0, , , , , , , , , , 
I6S0000128,10012000000000000,41,YZW,EU6813A6,1550,100,20161231,A, ,1700,1550,12,8,35.65,24.335,18.44,1550,102.106,100.4,10,0,0,,0, , , , , , , , , , 
I6S0000180,10012000000000000,41,YWA,AN6666Z3,1700,1000,20161231,A, ,1850,1700,12,8,39.1,26.69,8.02,1700,,,26,0,,,, , , , , , , , , , 
I6S0000180,10032000000000000,41,YWA,AN6666Z3,1700,1000,20161231,A, ,1750,1700,11,8,35,26.69,8.04,1700,,,26,0,,,, , , , , , , , , , 
I6S0000181,10010000000000000,41,YWA,JX7A1AN6,1700,5000,20161231,A, ,1850,1700,12,8,39.1,26.69,130,1700,5085,5000,17.35,16.48,0,,0, , , , , , , , , , 
I6S0000326,20022000000000000,41,YWA,IW9199E1,1200,1000,20161231,A, ,1450,1200,11,8,26.64,17.333,7.02,1200,1195.902,1178.229,26,0,0,,0, , , , , , , , , , 
I6S0000326,20032000000000000,41,YWA,IW9199E1,1200,1000,20161231,A, ,1480,1200,11,8,27.6,17.333,7.04,1200,0,0,26,0,0,,0, , , , , , , , , , 
I6S0000399,20033000000000000,41,YZW,EU7812A6,1200,20,20161231,A, ,1350,1200,11,8,26.812,17.333,4.02,1200,20.48,20.04,10,0,0,,0, , , , , , , , , , 
I6SJ000001,5001400000000H000,41,YZW,J96F38P6,1500,20,20161231,A, ,1650,1500,12,8,34.5,23.55,3.13,1500,20.665,20.32,4,0,0,,0,J96F39P6, , , , , , , , , 
I7A0009393,10010000000000000,41,YYP,GS4120B1,1400,600,20170430,C, ,1670,1400,10,8,24,21.98,5.025,1400,219.224,0,24,15,0,,0, , , , , , , , , , 
I7A0009394,10010000000000000,41,YYP,GS4120B1,1300,1000,20170430,C, ,1570,1300,10,8,24,20.41,5.025,1300,1017,0,24,15,0,,0, , , , , , , , , , 
I7A0009395,10010000000000000,41,YYP,GS4120B1,1200,600,20170430,C, ,1470,1200,10,8,24,18.84,5.025,1200,610.2,0,24,15,0,,0, , , , , , , , , , 
I7A0018190,10010000000000000,41,YYP,GS4120B1,1400,600,20170731,C, ,1670,1400,10,8,24,21.98,5.025,1400,318.524,0,24,15,0,,0, , , , , , , , , , 
I7A0018192,10010000000000000,41,YYP,GS4120B1,1200,600,20170731,C, ,1470,1200,10,8,24,18.84,5.025,1200,381.354,0,24,15,0,,0, , , , , , , , , , 
I7A0019975,20020000000000000,41,QHA,IW9222E3,1225,262,20170715,A, ,1345,1240,11,8,26.318,17.911,2.628,1225,,,26.5,17.432,,,, , , , , , , , , , 
I7A0021321,20032000000000000,41,YYP,JS9310A6,980,100,20170731,Y, ,1130,1000,10,8,20.402,14.444,4.45,980,15.41,0,9,0,0,,0, , , , , , , , , , 
I7A0021323,20032000000000000,41,YYP,JS9310A6,1200,50,20170731,Y, ,1350,1200,10,8,24.374,17.333,4.45,1200,0,0,9,0,0,,0, , , , , , , , , , 
